model,object_type,source_path,source_layer,last_migrated_commit,bq_target,state,snapshot_strategy,last_equivalence_result,last_equivalence_t,last_validated_commit,last_reverse_ported_commit,delivery_stage,pr_url,parent_release,parent_model,parent_verdict_ref,notes,source_updated_at
tile:255/2411,tile,/dashboards/255/elements/2411,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_pie; Channel Comm PV%,2026-08-30T22:38:06+00:00
tile:255/2412,tile,/dashboards/255/elements/2412,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_pie; Channel Users %,2026-08-30T22:38:06+00:00
tile:255/2413,tile,/dashboards/255/elements/2413,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_grid; merged results; Who were our converters and what are their details?,2026-08-30T22:38:06+00:00
tile:255/2414,tile,/dashboards/255/elements/2414,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_pie; Which channels first attract converters?,2026-08-30T22:38:06+00:00
tile:255/2416,tile,/dashboards/255/elements/2416,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_pie; Which channels attract the actual conversion?,2026-08-30T22:38:06+00:00
tile:255/2417,tile,/dashboards/255/elements/2417,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_pie; What is the mix of channels on converter journeys?,2026-08-30T22:38:06+00:00
tile:255/2419,tile,/dashboards/255/elements/2419,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; single_value; First Conversion Revenue,2026-08-30T22:38:06+00:00
tile:255/2420,tile,/dashboards/255/elements/2420,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; single_value; First Conversion LTV,2026-08-30T22:38:06+00:00
tile:255/2425,tile,/dashboards/255/elements/2425,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; looker_column; merged results; Marketing Funnel,2026-08-30T22:38:06+00:00
dashboard:416,dashboard,/dashboards/416,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; Engagement RAG Status 2026; lookml analytics::engagement_health,2026-08-28T18:08:42+00:00
tile:416/3905,tile,/dashboards/416/elements/3905,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Engagement,2026-08-28T18:08:42+00:00
tile:416/3906,tile,/dashboards/416/elements/3906,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Budget Used,2026-08-28T18:08:42+00:00
tile:416/3907,tile,/dashboards/416/elements/3907,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Through Scheduled Days,2026-08-28T18:08:42+00:00
tile:416/3908,tile,/dashboards/416/elements/3908,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Budget Exhausted On,2026-08-28T18:08:42+00:00
tile:416/3909,tile,/dashboards/416/elements/3909,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Realised Hourly Rate,2026-08-28T18:08:42+00:00
tile:416/3910,tile,/dashboards/416/elements/3910,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Earned Margin,2026-08-28T18:08:42+00:00
tile:416/3911,tile,/dashboards/416/elements/3911,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; single_value; Invoiced And Past Due,2026-08-28T18:08:42+00:00
tile:416/3912,tile,/dashboards/416/elements/3912,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; Overall,2026-08-28T18:08:42+00:00
tile:416/3913,tile,/dashboards/416/elements/3913,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; RAG Status,2026-08-28T18:08:42+00:00
tile:416/3914,tile,/dashboards/416/elements/3914,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; What Drove Each Status,2026-08-28T18:08:42+00:00
tile:416/3915,tile,/dashboards/416/elements/3915,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; Commentary,2026-08-28T18:08:42+00:00
tile:416/3917,tile,/dashboards/416/elements/3917,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_line; Budget Burn-up,2026-08-28T18:08:42+00:00
tile:416/3918,tile,/dashboards/416/elements/3918,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_timeline; Sprint Timeline,2026-08-28T18:08:42+00:00
tile:416/3919,tile,/dashboards/416/elements/3919,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; Sprint Burn,2026-08-28T18:08:42+00:00
tile:416/3921,tile,/dashboards/416/elements/3921,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,"batch c03; looker_column; Hours, Revenue and Cost by Month",2026-08-28T18:08:42+00:00
tile:416/3923,tile,/dashboards/416/elements/3923,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; Open and Overdue Invoices,2026-08-28T18:08:42+00:00
tile:416/3925,tile,/dashboards/416/elements/3925,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c03; looker_grid; Actions for the Month,2026-08-28T18:08:42+00:00
schedule:91,schedule,/scheduled_plans/91,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c02; Web Performance; crontab 50 23 * * 0; enabled True; destinations looker-integration://1::slack_app:,2023-11-27T00:11:56+00:00
alert:3,alert,/alerts/3,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch c01; dashboard:267/element:2514; cron 0 5 * * *; disabled False; threshold GREATER_THAN 50.0,null
group:all_users,group,looker:group:1,looker_content,null,,pending,null,null,null,null,null,null,null,null,null,null,batch b01; view access on Shared folder; maps to Omni organisation default,null
