batch_id,batch_kind,object_type,object_id,object_name,explore_or_topic,usage_rank,ruling,depends_on_batch
,model,view,adsets_dim__adset_targeting__geo_locations,adsets_dim__adset_targeting__geo_locations,,,drop,
,model,view,adsets_dim__adset_targeting__geo_locations__cities,adsets_dim__adset_targeting__geo_locations__cities,,,drop,
,model,view,adsets_dim__adset_targeting__geo_locations__regions,adsets_dim__adset_targeting__geo_locations__regions,,,drop,
,model,view,anomaly_detection,anomaly_detection,,,drop,
,model,view,attribution_fact,attribution_fact,,,drop,
,model,view,certification_progress,certification_progress,,,drop,
,model,view,coding_agent_commands_dim,coding_agent_commands_dim,,,drop,
,model,view,coding_agent_prompts_fact,coding_agent_prompts_fact,,,drop,
,model,view,companies_dim__all_company_addresses,companies_dim__all_company_addresses,,,drop,
,model,view,companies_dim_ideal_customer,companies_dim_ideal_customer,,,drop,
,model,view,company_comparison,company_comparison,,,drop,
,model,view,company_hubspot_id,company_hubspot_id,,,drop,
,model,view,consultant_revenue_attribution,consultant_revenue_attribution,,,drop,
,model,view,consulting_companies,consulting_companies,,,drop,
,model,view,contact_bio,contact_bio,,,drop,
,model,view,contact_deals_fact,contact_deals_fact,,,drop,
,model,view,contact_engagements_fact,contact_engagements_fact,,,drop,
,model,view,contact_meetings_fact__all_attendee_person_pk,contact_meetings_fact__all_attendee_person_pk,,,drop,
,model,view,contact_meetings_fact__all_company_pk,contact_meetings_fact__all_company_pk,,,drop,
,model,view,contact_nps_survey_fact,contact_nps_survey_fact,,,drop,
,model,view,contact_utilization_fact,contact_utilization_fact,,,drop,
,model,view,contacts_influencer_list_xa,contacts_influencer_list_xa,,,drop,
,model,view,contacts_segments_xa,contacts_segments_xa,,,drop,
,model,view,contacts_web_event_history_xa,contacts_web_event_history_xa,,,drop,
,model,view,contacts_web_interests_xa,contacts_web_interests_xa,,,drop,
,model,view,content_performance,content_performance,,,drop,
,model,view,cumulative_churned_clients,cumulative_churned_clients,,,drop,
,model,view,currency_dim,currency_dim,,,drop,
,model,view,date_spine_dim,date_spine_dim,,,drop,
,model,view,dates,dates,,,drop,
,model,view,dbt_slack,dbt_slack,,,drop,
,model,view,dbt_slack__slack_channels,dbt_slack__slack_channels,,,drop,
,model,view,delivery_project_cycle_times,delivery_project_cycle_times,,,drop,
,model,view,delivery_project_cycle_times_hkm,delivery_project_cycle_times_hkm,,,drop,
,model,view,delivery_team_fact_xa,delivery_team_fact_xa,,,drop,
,model,view,dim_countries,dim_countries,,,drop,
,model,view,dim_dates,dim_dates,,,drop,
,model,view,dim_providers,dim_providers,,,drop,
,model,view,dynamic_monthly_stats,dynamic_monthly_stats,,,drop,
,model,view,dynamic_web_stats,dynamic_web_stats,,,drop,
,model,view,email_contacts_dim,email_contacts_dim,,,drop,
,model,view,email_lists_dim,email_lists_dim,,,drop,
,model,view,email_send_outcomes_fact,email_send_outcomes_fact,,,drop,
,model,view,email_sends_dim,email_sends_dim,,,drop,
,model,view,employee_pto,employee_pto,,,drop,
,model,view,engagement_context_attribution,engagement_context_attribution,,,drop,
,model,view,engagement_renewal_analysis,engagement_renewal_analysis,,,drop,
,model,view,fathom_meeting_actions,fathom_meeting_actions,,,drop,
,model,view,fathom_meetings,fathom_meetings,,,drop,
,model,view,fct_boost_transactions,fct_boost_transactions,,,drop,
,model,view,ga_multi_cycle_multi_touch_attribution,ga_multi_cycle_multi_touch_attribution,,,drop,
,model,view,gcp_billing_fact,gcp_billing_fact,,,drop,
,model,view,hr_survey_results_fact,hr_survey_results_fact,,,drop,
,model,view,icp_lookalike_audience_uk_ie_eu_only,icp_lookalike_audience_uk_ie_eu_only,,,drop,
,model,view,ideal_customer_2025,ideal_customer_2025,,,drop,
,model,view,ideal_customers,ideal_customers,,,drop,
,model,view,journals_fact,journals_fact,,,drop,
,model,view,keyword_page_report,keyword_page_report,,,drop,
,model,view,kpi_scorecard,kpi_scorecard,,,drop,
,model,view,linkedin_company_pages,linkedin_company_pages,,,drop,
,model,view,looker_usage_fact,looker_usage_fact,,,drop,
,model,view,looker_usage_stats,looker_usage_stats,,,drop,
,model,view,marketing_content_dim,marketing_content_dim,,,drop,
,model,view,marketing_interactions_fact,marketing_interactions_fact,,,drop,
,model,view,monthly_performance_fact,monthly_performance_fact,,,drop,
,model,view,monzo_bank_transactions_enriched,monzo_bank_transactions_enriched,,,drop,
,model,view,page_keyword_performance,page_keyword_performance,,,drop,
,model,view,page_report,page_report,,,drop,
,model,view,performance_narrative_fact,performance_narrative_fact,,,drop,
,model,view,persons_dim__all_addresses,persons_dim__all_addresses,,,drop,
,model,view,persons_dim__all_emails,persons_dim__all_emails,,,drop,
,model,view,persons_dim__current_roles,persons_dim__current_roles,,,drop,
,model,view,pipeline_history,pipeline_history,,,drop,
,model,view,pl_reports,pl_reports,,,drop,
,model,view,podcast_transcriptions,podcast_transcriptions,,,drop,
,model,view,product_usage_fact,product_usage_fact,,,drop,
,model,view,products_dim,products_dim,,,drop,
,model,view,profit_and_loss_demo_fact,profit_and_loss_demo_fact,,,drop,
,model,view,profit_and_loss_report_account_group,profit_and_loss_report_account_group,,,drop,
,model,view,project_attribution,project_attribution,,,drop,
,model,view,project_metrics,project_metrics,,,drop,
,model,view,recruiting_application_stages_dim,recruiting_application_stages_dim,,,drop,
,model,view,recruiting_job_applications_fact,recruiting_job_applications_fact,,,drop,
,model,view,recruiting_jobs_dim,recruiting_jobs_dim,,,drop,
,model,view,revenue_attribution,revenue_attribution,,,drop,
,model,view,sales_funnel_xa,sales_funnel_xa,,,drop,
,model,view,site_report_by_page,site_report_by_page,,,drop,
,model,view,site_report_by_site,site_report_by_site,,,drop,
,model,view,src_control_commits_fact,src_control_commits_fact,,,drop,
,model,view,src_control_issues_fact,src_control_issues_fact,,,drop,
,model,view,staff_daily_engagement_fact,staff_daily_engagement_fact,,,drop,
,model,view,staff_dim,staff_dim,,,drop,
,model,view,staff_event_timeline_fact,staff_event_timeline_fact,,,drop,
,model,view,staff_weekly_engagement_fact,staff_weekly_engagement_fact,,,drop,
,model,view,timesheet_project_engagement_progress_fact,timesheet_project_engagement_progress_fact,,,drop,
,model,view,timesheet_project_engagement_progress_fact__deliverables,timesheet_project_engagement_progress_fact__deliverables,,,drop,
,model,view,timesheet_project_engagement_progress_fact__objectives,timesheet_project_engagement_progress_fact__objectives,,,drop,
,model,view,timesheet_project_monthly_forecast_billing_fact,timesheet_project_monthly_forecast_billing_fact,,,drop,
,model,view,timesheets_forecast_fact,timesheets_forecast_fact,,,drop,
,model,view,transactions_fact,transactions_fact,,,drop,
,model,view,users_dim,users_dim,,,drop,
,model,view,website_leads,website_leads,,,drop,
,model,view,workstations_dim,workstations_dim,,,drop,
,model,topic,coding_agent_prompts_fact,coding_agent_prompts_fact,coding_agent_prompts_fact,,drop,
,model,topic,company_comparison,company_comparison,company_comparison,,drop,
,model,topic,contact_utilization_fact,contact_utilization_fact,contact_utilization_fact,,drop,
,model,topic,cumulative_churned_clients,cumulative_churned_clients,cumulative_churned_clients,,drop,
,model,topic,dbt_slack,dbt_slack,dbt_slack,,drop,
,model,topic,engagement_context_attribution,engagement_context_attribution,engagement_context_attribution,,drop,
,model,topic,engagement_renewal_analysis,engagement_renewal_analysis,engagement_renewal_analysis,,drop,
,model,topic,fathom_meetings,fathom_meetings,fathom_meetings,,drop,
,model,topic,icp_lookalike_audience_uk_ie_eu_only,icp_lookalike_audience_uk_ie_eu_only,icp_lookalike_audience_uk_ie_eu_only,,drop,
,model,topic,kpi_scorecard,kpi_scorecard,kpi_scorecard,,drop,
,model,topic,looker_usage_stats,looker_usage_stats,looker_usage_stats,,drop,
,model,topic,marketing_email_sends,marketing_email_sends,marketing_email_sends,,drop,
,model,topic,monzo_bank_transactions_enriched,monzo_bank_transactions_enriched,monzo_bank_transactions_enriched,,drop,
,model,topic,page_keyword_performance,page_keyword_performance,page_keyword_performance,,drop,
,model,topic,page_report,page_report,page_report,,drop,
,model,topic,people,people,people,,drop,
,model,topic,persons_dim,persons_dim,persons_dim,,drop,
,model,topic,project_attribution,project_attribution,project_attribution,,drop,
,model,topic,site_report_by_site,site_report_by_site,site_report_by_site,,drop,
,model,topic,src_control_repos_dim,src_control_repos_dim,src_control_repos_dim,,drop,
,model,topic,staff_weekly_engagement_fact,staff_weekly_engagement_fact,staff_weekly_engagement_fact,,drop,
,model,topic,timesheet_project_monthly_forecast_billing_fact,timesheet_project_monthly_forecast_billing_fact,timesheet_project_monthly_forecast_billing_fact,,drop,
,model,topic,timesheet_project_stakeholder_jtbd_fact,timesheet_project_stakeholder_jtbd_fact,timesheet_project_stakeholder_jtbd_fact,,drop,
,model,topic,website_leads,website_leads,website_leads,,drop,
