object_type,object_uri,view_name,explore_name,field_name,construct,translation_class,complexity,reason,lkml_file,line,lookml_commit
dimension,looker:analytics:field:customer_first_order_segments:first_pricing_model,customer_first_order_segments,,first_pricing_model,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,86,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:first_sprint_type,customer_first_order_segments,,first_sprint_type,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,93,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_dbt,customer_first_order_segments,,is_first_deal_dbt,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,139,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_fivetran,customer_first_order_segments,,is_first_deal_fivetran,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,148,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_gcp,customer_first_order_segments,,is_first_deal_gcp,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,157,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_license_referral,customer_first_order_segments,,is_first_deal_license_referral,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,121,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_looker,customer_first_order_segments,,is_first_deal_looker,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,166,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_segment,customer_first_order_segments,,is_first_deal_segment,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,175,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_services,customer_first_order_segments,,is_first_deal_services,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,130,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_snowflake,customer_first_order_segments,,is_first_deal_snowflake,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,184,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:is_first_deal_stitch,customer_first_order_segments,,is_first_deal_stitch,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,193,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:last_deal_amount,customer_first_order_segments,,last_deal_amount,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,209,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_first_order_segments:last_number_of_sprints,customer_first_order_segments,,last_number_of_sprints,dimension:column,mechanical,Low,,views/customer_first_order_segments.view.lkml,107,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:company_fk,customer_meetings,,company_fk,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,33,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:contact_name,customer_meetings,,contact_name,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,49,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:contribution_sentiment_category,customer_meetings,,contribution_sentiment_category,dimension:derived,mechanical,Low,,views/customer_meetings.view.lkml,84,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:contribution_sentiment_score,customer_meetings,,contribution_sentiment_score,dimension:derived,mechanical,Low,,views/customer_meetings.view.lkml,91,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:meeting_contribution,customer_meetings,,meeting_contribution,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,77,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:meeting_contribution_pk,customer_meetings,,meeting_contribution_pk,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,19,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:meeting_engagement_level,customer_meetings,,meeting_engagement_level,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,100,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:meeting_summary,customer_meetings,,meeting_summary,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,70,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:meeting_title,customer_meetings,,meeting_title,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,56,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:person_fk,customer_meetings,,person_fk,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,27,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:customer_meetings:recording_url,customer_meetings,,recording_url,dimension:column,mechanical,Low,,views/customer_meetings.view.lkml,42,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dates:day,dates,,day,dimension:column,mechanical,Low,,views/dates.view.lkml,10,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:display_name,dbt_slack,,display_name,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,25,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:email,dbt_slack,,email,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,30,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:first_name,dbt_slack,,first_name,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,35,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:job_title,dbt_slack,,job_title,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,40,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:last_name,dbt_slack,,last_name,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,45,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:location,dbt_slack,,location,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,67,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:phone,dbt_slack,,phone,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,72,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:skype,dbt_slack,,skype,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,77,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack:slack_channels,dbt_slack,,slack_channels,dimension:column,mechanical,Low,,views/dbt_slack.view.lkml,85,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:dbt_slack__slack_channels:dbt_slack__slack_channels,dbt_slack__slack_channels,,dbt_slack__slack_channels,dimension:derived,mechanical,Low,,views/dbt_slack.view.lkml,105,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:deal_amount_gbp,deal_pipeline_history,,deal_amount_gbp,dimension:column,mechanical,Low,,views/deal_pipeline_history.view.lkml,53,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:deal_id,deal_pipeline_history,,deal_id,dimension:column,mechanical,Low,,views/deal_pipeline_history.view.lkml,25,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:deal_name,deal_pipeline_history,,deal_name,dimension:column,mechanical,Low,,views/deal_pipeline_history.view.lkml,38,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:deal_stage,deal_pipeline_history,,deal_stage,dimension:column,mechanical,Low,,views/deal_pipeline_history.view.lkml,48,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:deal_stage_category,deal_pipeline_history,,deal_stage_category,dimension:column,mechanical,Low,,views/deal_pipeline_history.view.lkml,43,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deal_pipeline_history:pk,deal_pipeline_history,,pk,dimension:derived,mechanical,Low,,views/deal_pipeline_history.view.lkml,31,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:buyer_confirmed_budget_available,deals_fact,,buyer_confirmed_budget_available,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,322,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:company_pk,deals_fact,,company_pk,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,6,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:days_to_close_won,deals_fact,,days_to_close_won,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,404,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_amount,deals_fact,,deal_amount,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,13,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_closed_lost_reason,deals_fact,,deal_closed_lost_reason,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,47,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_components,deals_fact,,deal_components,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,525,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_currency_code,deals_fact,,deal_currency_code,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,603,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_description,deals_fact,,deal_description,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,73,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_end_ts,deals_fact,,deal_end_ts,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,620,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_id,deals_fact,,deal_id,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,84,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_is_deleted,deals_fact,,deal_is_deleted,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,94,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_jumpstart_type,deals_fact,,deal_jumpstart_type,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,308,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_last_meeting_booked_date,deals_fact,,deal_last_meeting_booked_date,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,709,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_name,deals_fact,,deal_name,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,112,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_owner_id,deals_fact,,deal_owner_id,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,120,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_pipeline_id,deals_fact,,deal_pipeline_id,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,127,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_pipeline_stage_id,deals_fact,,deal_pipeline_stage_id,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,134,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_pk,deals_fact,,deal_pk,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,150,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_sales_email_last_replied,deals_fact,,deal_sales_email_last_replied,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,701,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_source,deals_fact,,deal_source,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,610,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_stage_closed_lost,deals_fact,,deal_stage_closed_lost,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,419,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_stage_closed_won,deals_fact,,deal_stage_closed_won,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,396,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_stage_display_order,deals_fact,,deal_stage_display_order,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,380,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_stage_probability,deals_fact,,deal_stage_probability,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,388,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:deal_type,deals_fact,,deal_type,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,267,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:forecast_probability,deals_fact,,forecast_probability,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,733,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:forecasted_duration_months,deals_fact,,forecasted_duration_months,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,338,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:forecasted_monthly_hours,deals_fact,,forecasted_monthly_hours,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,356,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:funding_partner_name,deals_fact,,funding_partner_name,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,295,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:license_referral,deals_fact,,license_referral,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,548,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:managed_services,deals_fact,,managed_services,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,540,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:manual_forecast_category,deals_fact,,manual_forecast_category,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,726,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:number_of_sprints,deals_fact,,number_of_sprints,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,518,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:owner_email,deals_fact,,owner_email,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,429,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:owner_full_name,deals_fact,,owner_full_name,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,436,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:partner_deal_contact_name,deals_fact,,partner_deal_contact_name,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,288,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:partner_funding_amount,deals_fact,,partner_funding_amount,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,302,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:partner_funding_scheme,deals_fact,,partner_funding_scheme,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,315,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:partner_referral,deals_fact,,partner_referral,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,573,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_display_order,deals_fact,,pipeline_display_order,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,443,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_label,deals_fact,,pipeline_label,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,449,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_stage_close_probability_pct,deals_fact,,pipeline_stage_close_probability_pct,dimension:column,mechanical,Low,,views/deals_fact.view.lkml,457,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_stage_closed_won,deals_fact,,pipeline_stage_closed_won,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,491,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_stage_display_order,deals_fact,,pipeline_stage_display_order,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,498,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pipeline_stage_label,deals_fact,,pipeline_stage_label,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,506,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:predicted_amount,deals_fact,,predicted_amount,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,742,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:pricing_model,deals_fact,,pricing_model,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,565,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:products_in_solution,deals_fact,,products_in_solution,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,591,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:services,deals_fact,,services,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,532,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:spend_agreed_with_buyer,deals_fact,,spend_agreed_with_buyer,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,329,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:sprint_type,deals_fact,,sprint_type,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,580,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:deals_fact:training,deals_fact,,training,dimension,assisted,Medium,"Liquid in group_label, view_label or description: resolve to a literal by hand",views/deals_fact.view.lkml,556,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:assignee_name,delivery_project_cycle_times,,assignee_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,31,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:client_name,delivery_project_cycle_times,,client_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,26,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:cycle_complete_status,delivery_project_cycle_times,,cycle_complete_status,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,88,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:cycle_days_per_story_point,delivery_project_cycle_times,,cycle_days_per_story_point,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,107,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:cycle_start_status,delivery_project_cycle_times,,cycle_start_status,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,77,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:first_issue_status,delivery_project_cycle_times,,first_issue_status,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,56,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:is_complete_issue,delivery_project_cycle_times,,is_complete_issue,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,154,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:is_incomplete_issue,delivery_project_cycle_times,,is_incomplete_issue,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,143,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:is_notstarted_issue,delivery_project_cycle_times,,is_notstarted_issue,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,132,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:is_unpointed_issue,delivery_project_cycle_times,,is_unpointed_issue,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,120,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:issue_id,delivery_project_cycle_times,,issue_id,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,16,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:issue_key,delivery_project_cycle_times,,issue_key,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,10,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:issue_name,delivery_project_cycle_times,,issue_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,21,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:project_name,delivery_project_cycle_times,,project_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,46,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:sprint_id,delivery_project_cycle_times,,sprint_id,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,36,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:sprint_name,delivery_project_cycle_times,,sprint_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,41,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:story_point_estimate_cycle_start,delivery_project_cycle_times,,story_point_estimate_cycle_start,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,66,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:story_points_cycle_start,delivery_project_cycle_times,,story_points_cycle_start,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,61,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times:total_cycle_days,delivery_project_cycle_times,,total_cycle_days,dimension:column,mechanical,Low,,views/delivery_project_cycle_times.view.lkml,93,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times_hkm:assignee_name,delivery_project_cycle_times_hkm,,assignee_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times_hkm.view.lkml,170,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times_hkm:client_name,delivery_project_cycle_times_hkm,,client_name,dimension:column,mechanical,Low,,views/delivery_project_cycle_times_hkm.view.lkml,165,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times_hkm:cycle_complete_day,delivery_project_cycle_times_hkm,,cycle_complete_day,dimension:column,mechanical,Low,,views/delivery_project_cycle_times_hkm.view.lkml,221,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
dimension,looker:analytics:field:delivery_project_cycle_times_hkm:cycle_complete_status,delivery_project_cycle_times_hkm,,cycle_complete_status,dimension:column,mechanical,Low,,views/delivery_project_cycle_times_hkm.view.lkml,227,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
