object_type,object_uri,view_name,explore_name,field_name,construct,translation_class,complexity,reason,lkml_file,line,lookml_commit
view,looker:analytics:view:actuals_v_targets,actuals_v_targets,,,view:derived_table,mechanical,High,ephemeral derived table: becomes an Omni sql view,views/actuals_v_targets.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ad_campaign_performance_fact,ad_campaign_performance_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/ad_campaign_performance_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ad_campaigns_dim,ad_campaigns_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/ad_campaigns_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ad_performance_snapshot_fact,ad_performance_snapshot_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/ad_performance_snapshot_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ad_roi_summary_fact,ad_roi_summary_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/ad_roi_summary_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim,ads_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/ads_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_conversion_specs,ads_dim__ad_conversion_specs,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,178,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_creative,ads_dim__ad_creative,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,185,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_recommendations,ads_dim__ad_recommendations,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,119,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_targeting,ads_dim__ad_targeting,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,195,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_targeting__geo_locations,ads_dim__ad_targeting__geo_locations,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,288,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_targeting__geo_locations__cities,ads_dim__ad_targeting__geo_locations__cities,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,250,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_targeting__geo_locations__regions,ads_dim__ad_targeting__geo_locations__regions,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,232,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ads_dim__ad_tracking_specs,ads_dim__ad_tracking_specs,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/ads_dim.view.lkml,151,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:adsets_dim,adsets_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/adsets_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:adsets_dim__adset_targeting,adsets_dim__adset_targeting,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/adsets_dim.view.lkml,107,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:adsets_dim__adset_targeting__geo_locations,adsets_dim__adset_targeting__geo_locations,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/adsets_dim.view.lkml,200,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:adsets_dim__adset_targeting__geo_locations__cities,adsets_dim__adset_targeting__geo_locations__cities,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/adsets_dim.view.lkml,162,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:adsets_dim__adset_targeting__geo_locations__regions,adsets_dim__adset_targeting__geo_locations__regions,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/adsets_dim.view.lkml,144,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:anomaly_detection,anomaly_detection,,,view:derived_table_liquid,redesign,High,Liquid in derived_table sql,views/anomaly_detection.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:attribution_fact,attribution_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/attribution_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:bank_account_details,bank_account_details,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/bank_account_details.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:bank_transactions_fact,bank_transactions_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.bank_transactions_fact`,views/bank_transactions_fact.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:certification_progress,certification_progress,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.certification_progress`,views/certification_progress.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:chart_of_accounts_dim,chart_of_accounts_dim,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.chart_of_accounts_dim`,views/chart_of_accounts_dim.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:client_prospect_status_dim,client_prospect_status_dim,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/client_prospect_status_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:coding_agent_commands_dim,coding_agent_commands_dim,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.coding_agent_commands_dim`,views/coding_agent_commands_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:coding_agent_prompts_fact,coding_agent_prompts_fact,,,view:table,mechanical,High,sql_table_name `ra-development.analytics.coding_agent_prompts_fact`,views/coding_agent_prompts_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:companies_dim,companies_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/companies_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:companies_dim__all_company_addresses,companies_dim__all_company_addresses,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/companies_dim.view.lkml,155,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:companies_dim__all_company_ids,companies_dim__all_company_ids,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/companies_dim.view.lkml,146,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:companies_dim_ideal_customer,companies_dim_ideal_customer,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/companies_dim_ideal_customer.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:company_comparison,company_comparison,,,view:derived_table,mechanical,High,ephemeral derived table: becomes an Omni sql view,views/company_comparison.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:company_converted_projects,company_converted_projects,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/company_converted_projects.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:company_deal_value_attribute,company_deal_value_attribute,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/company_deal_value_attribute.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:company_hubspot_id,company_hubspot_id,,,view:derived_table_liquid,redesign,High,Liquid in derived_table sql,views/company_hubspot_id.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:consultant_revenue_attribution,consultant_revenue_attribution,,,view:derived_table,mechanical,Medium,ephemeral derived table: becomes an Omni sql view,views/consultant_revenue_attribution.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:consulting_companies,consulting_companies,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.consulting_companies`,views/consulting_companies.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_bio,contact_bio,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/contact_bio.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_companies_fact,contact_companies_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contact_companies_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_deals_fact,contact_deals_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contact_deals_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_engagements_fact,contact_engagements_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.contact_engagements_fact`,views/contact_engagements_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_meetings_fact,contact_meetings_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.contact_sales_meetings_fact`,views/contact_meetings_fact.view.lkml,5,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_meetings_fact__all_attendee_person_pk,contact_meetings_fact__all_attendee_person_pk,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/contact_meetings_fact.view.lkml,130,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_meetings_fact__all_company_pk,contact_meetings_fact__all_company_pk,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/contact_meetings_fact.view.lkml,115,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_nps_survey_fact,contact_nps_survey_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.contact_nps_survey_fact`,views/contact_nps_survey_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contact_utilization_fact,contact_utilization_fact,,,view:derived_table,mechanical,High,ephemeral derived table: becomes an Omni sql view,views/contact_utilization_fact.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contacts_dim,contacts_dim,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.contacts_dim`,views/contacts_dim.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contacts_influencer_list_xa,contacts_influencer_list_xa,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contacts_influencer_list_xa.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contacts_segments_xa,contacts_segments_xa,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contacts_segments_xa.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contacts_web_event_history_xa,contacts_web_event_history_xa,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contacts_web_event_history_xa.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contacts_web_interests_xa,contacts_web_interests_xa,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/contacts_web_interests_xa.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:content_performance,content_performance,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/content_performance.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:contracts_fact,contracts_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.contracts_fact`,views/contracts_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:cumulative_churned_clients,cumulative_churned_clients,,,view:pdt,redesign,High,PDT (datagroup_trigger): plan rules dbt model or Omni query view,views/cumulative_churned_clients.view.lkml,5,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:currency_dim,currency_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/currency_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:customer_first_deal_cohorts,customer_first_deal_cohorts,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/customer_first_deal_cohorts.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:customer_first_order_segments,customer_first_order_segments,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/customer_first_order_segments.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:customer_meetings,customer_meetings,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/customer_meetings.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:date_spine_dim,date_spine_dim,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/date_spine_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dates,dates,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/dates.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dbt_slack,dbt_slack,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.dbt_slack`,views/dbt_slack.view.lkml,13,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dbt_slack__slack_channels,dbt_slack__slack_channels,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/dbt_slack.view.lkml,97,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:deal_pipeline_history,deal_pipeline_history,,,view:table,mechanical,Medium,sql_table_name analytics.deal_pipeline_history_fact,views/deal_pipeline_history.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:deals_fact,deals_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/deals_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_project_cycle_times,delivery_project_cycle_times,,,view:table,mechanical,Low,sql_table_name ra-development.analytics.cycle_times_all,views/delivery_project_cycle_times.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_project_cycle_times_hkm,delivery_project_cycle_times_hkm,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/delivery_project_cycle_times_hkm.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_project_docs_dim,delivery_project_docs_dim,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.delivery_project_docs_dim`,views/delivery_project_docs_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_projects_dim,delivery_projects_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/delivery_projects_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_task_history,delivery_task_history,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/delivery_task_history.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_tasks_fact,delivery_tasks_fact,,,view:derived_table,mechanical,High,ephemeral derived table: becomes an Omni sql view,views/delivery_tasks_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:delivery_team_fact_xa,delivery_team_fact_xa,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.delivery_team_fact_xa`,views/delivery_team_fact_xa.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dim_countries,dim_countries,,,view:table,mechanical,Low,sql_table_name booksy_analytics.dim_countries,views/booksy_demo.view.lkml,229,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dim_dates,dim_dates,,,view:table,mechanical,Low,sql_table_name booksy_analytics.dim_dates,views/booksy_demo.view.lkml,259,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dim_providers,dim_providers,,,view:table,mechanical,Low,sql_table_name booksy_analytics.dim_providers,views/booksy_demo.view.lkml,151,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dynamic_monthly_stats,dynamic_monthly_stats,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/dynamic_monthly_stats.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:dynamic_web_stats,dynamic_web_stats,,,view:derived_table_liquid,redesign,High,Liquid in derived_table sql,views/dynamic_web_stat.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:email_contacts_dim,email_contacts_dim,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/email_contacts_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:email_lists_dim,email_lists_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/email_lists_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:email_send_outcomes_fact,email_send_outcomes_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/email_send_outcomes_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:email_sends_dim,email_sends_dim,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/email_sends_dim.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:employee_pto,employee_pto,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.employee_pto`,views/employee_pto.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_actions_fact,engagement_actions_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.engagement_actions_fact`,views/engagement_actions_fact.view.lkml,9,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_burn_up_fact,engagement_burn_up_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.engagement_burn_up_fact`,views/engagement_burn_up_fact.view.lkml,9,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_context_attribution,engagement_context_attribution,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.engagement_context_attribution`,views/engagement_context_attribution.view.lkml,11,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_details,engagement_details,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_docai_europe_west2.engagement_details`,views/engagement_details.view.lkml,3,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_details__deliverables,engagement_details__deliverables,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/engagement_details.view.lkml,83,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_details__objectives,engagement_details__objectives,,,view:no_table,mechanical,Low,no sql_table_name or derived_table: table name defaults to view name,views/engagement_details.view.lkml,49,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_health_fact,engagement_health_fact,,,view:table,mechanical,High,sql_table_name `ra-development.analytics.engagement_health_fact`,views/engagement_health_fact.view.lkml,9,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_renewal_analysis,engagement_renewal_analysis,,,view:pdt,redesign,High,PDT (datagroup_trigger): plan rules dbt model or Omni query view,views/engagement_renewal_analysis.view.lkml,7,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagement_sprint_burn_fact,engagement_sprint_burn_fact,,,view:table,mechanical,Medium,sql_table_name `ra-development.analytics.engagement_sprint_burn_fact`,views/engagement_sprint_burn_fact.view.lkml,9,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:engagements,engagements,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/engagements.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:exchange_rates,exchange_rates,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.exchange_rates`,views/exchange_rates.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:fathom_meeting_actions,fathom_meeting_actions,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/fathom_meeting_actions.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:fathom_meetings,fathom_meetings,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/fathom_meetings.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:fct_boost_transactions,fct_boost_transactions,,,view:table,mechanical,High,sql_table_name booksy_analytics.fct_boost_transactions,views/booksy_demo.view.lkml,10,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ga_multi_cycle_multi_touch_attribution,ga_multi_cycle_multi_touch_attribution,,,view:pdt,redesign,High,PDT (persist_for): plan rules dbt model or Omni query view,views/ga_multi_cycle_multi_touch_attribution.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:gcp_billing_fact,gcp_billing_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.gcp_billing_fact`,views/gcp_billing_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:general_ledger_fact,general_ledger_fact,,,view:table,mechanical,Medium,sql_table_name `ra-development.analytics.general_ledger_fact`,views/general_ledger_fact.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:has_viewed_pricing,has_viewed_pricing,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/has_viewed_pricing.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:hr_survey_results_fact,hr_survey_results_fact,,,view:derived_table,mechanical,Medium,ephemeral derived table: becomes an Omni sql view,views/hr_survey_results_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:icp_lookalike_audience_uk_ie_eu_only,icp_lookalike_audience_uk_ie_eu_only,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.icp_lookalike_audience_uk_ie_eu_only`,views/icp_lookalike_audience_uk_ie_eu_only.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ideal_customer_2025,ideal_customer_2025,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.ideal_customer_2025`,views/ideal_customer_2025.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ideal_customers,ideal_customers,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics_seed.ideal_customers`,views/ideal_customers.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:invoices_fact,invoices_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/invoices_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:ips_enriched,ips_enriched,,,view:table,mechanical,High,sql_table_name `ra-development.analytics_seed.ips_enriched`,views/ips_enriched.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:is_conversion_session,is_conversion_session,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/is_conversion_session.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:journals_fact,journals_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.journals_fact`,views/journals_fact.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:keyword_page_report,keyword_page_report,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/keyword_page_report.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:kpi_scorecard,kpi_scorecard,,,view:table,mechanical,High,sql_table_name `ra-development.analytics.kpi_scorecard`,views/kpi_scorecard.view.lkml,6,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:linkedin_company_pages,linkedin_company_pages,,,view:derived_table,mechanical,Low,ephemeral derived table: becomes an Omni sql view,views/linkedin_company_pages.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:looker_usage_fact,looker_usage_fact,,,view:sql_table_name_liquid,redesign,High,Liquid in sql_table_name,views/looker_usage_fact.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:looker_usage_stats,looker_usage_stats,,,view:derived_table,mechanical,Medium,ephemeral derived table: becomes an Omni sql view,views/looker_usage_stats.view.lkml,1,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:marketing_content_dim,marketing_content_dim,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.marketing_content_dim`,views/marketing_content_dim.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
view,looker:analytics:view:marketing_interactions_fact,marketing_interactions_fact,,,view:table,mechanical,Low,sql_table_name `ra-development.analytics.marketing_interactions_fact`,views/marketing_interactions_fact.view.lkml,2,82b3ab594f0d8f518072f3e1cc4f4ce8ac1d576e
