object_type,object_uri,id,title,folder,owner,last_viewed,views_90d,source_updated_at,tile_count,explore_refs,fields_refs,has_text_tile,translation_class,reason
dashboard,looker:analytics:dashboard:87,87,Web Traffic,Shared/Rittman Analytics/Operations,Mark Rittman,2026-07-17,3,2025-05-28T09:54:34+00:00,12,analytics/web_sessions_fact,web_events_fact.event_type;web_events_fact.page_category;web_events_fact.page_title;web_events_fact.referrer_host;web_events_fact.total_blended_user_id;web_events_fact.total_page_views;web_events_fact.total_session_conversions;web_events_fact.total_session_goal_achieveds;web_events_fact.total_unique_users;web_sessions_fact.bounced_session_rate;web_sessions_fact.channel;web_sessions_fact.new_or_returning_user;web_sessions_fact.session_start_ts_date;web_sessions_fact.session_start_ts_week;web_sessions_fact.session_utm_campaign;web_sessions_fact.session_utm_source;web_sessions_fact.total_duration_in_s;web_sessions_fact.total_session_duration_in_s;web_sessions_fact.total_sessions;web_sessions_fact.total_web_sessions_pk,false,mechanical,"references field outside the parsed repo (fields: web_sessions_fact.total_duration_in_s, web_sessions_fact.total_web_sessions_pk)"
dashboard,looker:analytics:dashboard:91,91,"Historical Deals, Opportunities and Wins",Shared/Rittman Analytics/Operations,Mark Rittman,never,0,,7,analytics/companies_dim,companies_dim.company_name;deals_fact.count;deals_fact.count_deals_stage_0;deals_fact.count_deals_stage_1;deals_fact.count_deals_stage_10;deals_fact.count_deals_stage_2;deals_fact.count_deals_stage_3;deals_fact.count_deals_stage_4;deals_fact.count_deals_stage_5;deals_fact.count_deals_stage_6;deals_fact.count_deals_stage_7;deals_fact.count_deals_stage_9;deals_fact.count_license_referral_deals;deals_fact.count_managed_services_deals;deals_fact.count_services_deals;deals_fact.count_training_deals;deals_fact.deal_created_quarter;deals_fact.deal_name;deals_fact.deal_type;deals_fact.partner_referral;deals_fact.pipeline_stage_label;deals_fact.total_deal_amount;deals_fact.total_weighted_deal_amount;project_timesheets.timesheet_billing_month;project_timesheets.timesheet_is_billable;project_timesheets.total_timesheet_hours_billed;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_quarter,false,mechanical,"references field outside the parsed repo (fields: deals_fact.count, deals_fact.count_deals_stage_0, deals_fact.count_deals_stage_1, deals_fact.count_deals_stage_10, deals_fact.count_deals_stage_2, deals_fact.count_deals_stage_3)"
dashboard,looker:analytics:dashboard:112,112,2020 vs 2019,Shared/Analysis,Mark Rittman,never,0,2021-12-17T23:04:52+00:00,8,analytics/companies_dim,companies_dim.count;project_invoice_timesheet_users.contact_name;project_invoice_timesheet_users.count_contacts;projects_delivered.count_timesheet_projects;projects_invoiced.count_invoices;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_month;projects_invoiced.invoice_month_num;projects_invoiced.invoice_year,false,mechanical,"references field outside the parsed repo (fields: project_invoice_timesheet_users.count_contacts, projects_invoiced.invoice_gbp_revenue_amount, projects_invoiced.invoice_month, projects_invoiced.invoice_month_num, projects_invoiced.invoice_year)"
dashboard,looker:analytics:dashboard:117,117,Sprint Pipeline & Revenue Cash Projection,Shared/Rittman Analytics/Operations,Mark Rittman,2026-08-31,0,2022-07-01T09:40:36+00:00,1,analytics/companies_dim,companies_dim.company_name;projects_delivered.project_code;projects_delivered.project_delivery_end_ts_date;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_delivery_start_ts_month;projects_delivered.project_fee_amount;projects_delivered.project_name;projects_delivered.project_revenue_expected_ts_month;projects_delivered.total_business_days_pct_elapsed;projects_delivered.total_project_fee_amount;projects_invoiced.invoice_date;projects_invoiced.invoice_due_date;projects_invoiced.invoice_payment_term;projects_invoiced.invoice_status,false,mechanical,"references field outside the parsed repo (fields: projects_delivered.project_revenue_expected_ts_month, projects_invoiced.invoice_date)"
dashboard,looker:analytics:dashboard:132,132,RFM Analysis,Shared/Customer Success,Mark Rittman,2026-07-30,2,2024-03-26T20:33:37+00:00,7,analytics/companies_dim,companies_dim.count;company_deal_value_attribute.company_pk;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.total_invoice_gbp_amount_in_clients_last_12m;rfm_model.monetary_value;rfm_model.order_frequency;rfm_model.order_recency;rfm_model.rfm_segment,false,mechanical,references field outside the parsed repo (fields: projects_invoiced.invoice_gbp_revenue_amount)
dashboard,looker:analytics:dashboard:133,133,Revenue Analysis,Shared/Customer Success,Mark Rittman,2026-07-30,2,,12,analytics/companies_dim;finance/revenue_attribution,companies_dim.company_name;companies_dim.count;project_timesheet_projects.count_timesheet_projects;project_timesheet_users.contact_name;project_timesheets.timesheet_billing_date;project_timesheets.timesheet_is_billable;project_timesheets.total_timesheet_cost_amount;project_timesheets.total_timesheet_hours_billed;projects_delivered.is_project_active;projects_delivered.project_delivery_end_ts_month;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_is_fixed_fee;projects_delivered.project_name;projects_delivered.total_project_fee_amount;projects_invoiced.count_invoices;projects_invoiced.first_invoice_month;projects_invoiced.first_invoice_year;projects_invoiced.invoice_currency;projects_invoiced.invoice_date;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_local_revenue_amount;projects_invoiced.invoice_month;projects_invoiced.invoice_month_num;projects_invoiced.invoice_paid_date;projects_invoiced.invoice_payment_term;projects_invoiced.invoice_year;projects_invoiced.months_since_first_invoice;revenue_attribution.attributed_revenue;revenue_attribution.invoice_month;revenue_attribution.invoice_year,false,mechanical,"fields: project_timesheet_projects.count_timesheet_projects, project_timesheets.total_timesheet_cost_amount, projects_invoiced.first_invoice_month, projects_invoiced.first_invoice_year, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount); references field outside the parsed repo (explores: finance/revenue_attribution; fields: project_timesheet_projects.count_timesheet_projects, project_timesheets.total_timesheet_cost_amount, projects_invoiced.first_invoice_month, projects_invoiced.first_invoice_year, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount)"
dashboard,looker:analytics:dashboard:136,136,Forecast,Shared/Rittman Analytics/Operations,Mark Rittman,never,0,,6,analytics/actuals_v_targets;analytics/companies_dim,actuals_v_targets.month_month;actuals_v_targets.target;actuals_v_targets.target_group;companies_dim.company_name;deals_fact.assigned_consultant;deals_fact.deal_currency_code;deals_fact.deal_name;deals_fact.deal_type;deals_fact.number_of_sprints;deals_fact.pipeline_stage_label;deals_fact.pricing_model;deals_fact.sprint_type;deals_fact.total_deal_amount;projects_delivered.is_project_active;projects_delivered.project_delivery_end_ts_month;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_fte_budget;projects_delivered.project_hours_budget;projects_delivered.project_is_billable;projects_delivered.total_project_fee_amount;projects_invoiced.invoice_date;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_month;projects_invoiced.invoice_status,false,mechanical,"fields: deals_fact.assigned_consultant, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount, projects_invoiced.invoice_month); references field outside the parsed repo (explores: actuals_v_targets; fields: deals_fact.assigned_consultant, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount, projects_invoiced.invoice_month)"
dashboard,looker:analytics:dashboard:142,142,Client Concentration,Shared/Customer Success,Mark Rittman,2026-07-30,2,2021-12-14T19:52:30+00:00,2,analytics/client_concentration;analytics/companies_dim,client_concentration.customer_concentration;client_concentration.invoice_month_date;client_concentration.invoice_month_quarter;companies_dim.count;dynamic_company_attributes.pct_of_revenue;projects_invoiced.invoice_date;projects_invoiced.invoice_year,false,mechanical,"fields: client_concentration.customer_concentration, client_concentration.invoice_month_date, client_concentration.invoice_month_quarter, dynamic_company_attributes.pct_of_revenue, projects_invoiced.invoice_date, projects_invoiced.invoice_year); references field outside the parsed repo (explores: client_concentration; fields: client_concentration.customer_concentration, client_concentration.invoice_month_date, client_concentration.invoice_month_quarter, dynamic_company_attributes.pct_of_revenue, projects_invoiced.invoice_date, projects_invoiced.invoice_year)"
dashboard,looker:analytics:dashboard:143,143,Review of 2021,Shared/Analysis,Mark Rittman,never,0,2022-12-13T22:08:04+00:00,34,analytics/chart_of_accounts_dim;analytics/companies_dim;finance/revenue_attribution,companies_dim.company_name;companies_dim.count;deals_fact.count_closed_won_deals;deals_fact.count_dbt_technology;deals_fact.count_deals;deals_fact.count_fivetran_technology;deals_fact.count_gcp_technology;deals_fact.count_looker_technology;deals_fact.count_qubit_technology;deals_fact.count_segment_technology;deals_fact.count_snowflake_technology;deals_fact.days_in_pipeline;deals_fact.deal_closed_month_num;deals_fact.deal_closed_year;deals_fact.deal_created_date;deals_fact.deal_created_month;deals_fact.deal_created_month_num;deals_fact.deal_created_year;deals_fact.deal_is_deleted;deals_fact.deal_name;deals_fact.deal_pipeline_stage_date;deals_fact.deal_type;deals_fact.owner_full_name;deals_fact.partner_referral;deals_fact.pipeline_stage_closed_won;deals_fact.pipeline_stage_label;deals_fact.sprint_type;deals_fact.total_closed_won_deal_amount;deals_fact.total_deal_amount;deals_fact.total_deal_amount_gbp_converted;deals_fact.total_oppportunity_deal_amount;deals_fact.total_weighted_opportunity_deal_amount;delivery_tasks_fact.task_end_ts_month_num;delivery_tasks_fact.task_end_ts_year;delivery_tasks_fact.task_is_completed;delivery_tasks_fact.task_is_latest_sprint_version;delivery_tasks_fact.total_delivery_tasks;delivery_team_fact_xa.average_billable_utilisation_pct;delivery_team_fact_xa.average_utilisation_pct;delivery_team_fact_xa.first_billing_date;delivery_team_fact_xa.is_current_employee;delivery_team_fact_xa.is_employee;delivery_team_fact_xa.last_billing_date;delivery_team_fact_xa.months_employed;delivery_team_fact_xa.total_billable_hours;delivery_team_fact_xa.total_clients;delivery_team_fact_xa.total_projects;profit_and_loss_report_fact.account_report_category;profit_and_loss_report_fact.amount;profit_and_loss_report_fact.period_month;profit_and_loss_report_fact.period_month_num;profit_and_loss_report_fact.period_year;project_invoice_timesheet_users.contact_name;project_invoice_timesheet_users.count_contacts;project_invoice_timesheets.total_timesheet_hours_billed;project_timesheet_projects.count_timesheet_projects;project_timesheet_users.contact_is_staff;project_timesheet_users.contact_name;project_timesheet_users.count_contacts;project_timesheets.timesheet_billing_date;project_timesheets.timesheet_billing_month_num;project_timesheets.timesheet_billing_year;project_timesheets.total_timesheet_cost_amount;project_timesheets.total_timesheet_hours_billed;projects_delivered.count_timesheet_projects;projects_invoiced.count_invoices;projects_invoiced.first_invoice_year;projects_invoiced.invoice_date;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_month;projects_invoiced.invoice_month_num;projects_invoiced.invoice_status;projects_invoiced.invoice_year;projects_invoiced.months_since_first_invoice;revenue_attribution.attributed_revenue;revenue_attribution.invoice_year,true,mechanical,"fields: deals_fact.count_dbt_technology, deals_fact.count_fivetran_technology, deals_fact.count_gcp_technology, deals_fact.count_looker_technology, deals_fact.count_qubit_technology, deals_fact.count_segment_technology); references field outside the parsed repo (explores: finance/revenue_attribution; fields: deals_fact.count_dbt_technology, deals_fact.count_fivetran_technology, deals_fact.count_gcp_technology, deals_fact.count_looker_technology, deals_fact.count_qubit_technology, deals_fact.count_segment_technology)"
dashboard,looker:analytics:dashboard:144,144,2022 Planning,Users/Toby Sexton,Toby Sexton (disabled),never,0,2022-02-24T09:11:54+00:00,3,analytics/chart_of_accounts_dim,profit_and_loss_report_fact.account_name;profit_and_loss_report_fact.amount;profit_and_loss_report_fact.period_month,true,mechanical,folder_kind: personal; owner_active: false
dashboard,looker:analytics:dashboard:145,145,Ideal Customer,Shared/Customer Success,Mark Rittman,never,0,2022-01-09T18:56:47+00:00,1,analytics/companies_dim,companies_dim.analysis_columns;companies_dim.analysis_measure;companies_dim.analysis_rows;companies_dim.analysis_value;companies_dim.columns_dimension;companies_dim.rows_dimension,false,mechanical,"references field outside the parsed repo (fields: companies_dim.analysis_columns, companies_dim.analysis_measure, companies_dim.analysis_rows, companies_dim.analysis_value, companies_dim.columns_dimension, companies_dim.rows_dimension)"
dashboard,looker:analytics:dashboard:155,155,Test Dashboard,Users/Andras Zimmer/kurban,173,never,0,2022-02-21T13:39:52+00:00,4,kurban_test/tree_census_1995;kurban_test/tree_census_2005;kurban_test/tree_census_2015,tree_census_1995.average_cb_new;tree_census_1995.borough;tree_census_2005.cen_year;tree_census_2005.count;tree_census_2005.status;tree_census_2015.average_boro_ct;tree_census_2015.boroname;tree_census_2015.sidewalk,false,mechanical,"folder_kind: personal; fields: tree_census_1995.average_cb_new, tree_census_1995.borough, tree_census_2005.cen_year, tree_census_2005.count, tree_census_2005.status, tree_census_2015.average_boro_ct); references field outside the parsed repo (explores: kurban_test/tree_census_1995, kurban_test/tree_census_2005, kurban_test/tree_census_2015; fields: tree_census_1995.average_cb_new, tree_census_1995.borough, tree_census_2005.cen_year, tree_census_2005.count, tree_census_2005.status, tree_census_2015.average_boro_ct)"
dashboard,looker:analytics:dashboard:158,158,Hifly - Airline Delays,Users/Andras Zimmer,173,never,0,2022-03-26T13:38:35+00:00,2,hifly_looker_training/airlinedelaycauses,airlinedelaycauses.total_arr_cancelled;airlinedelaycauses.weather_delay_total;airport_quartiles.quartile;airports.airport_state;carriers_dim.carrier_code,false,mechanical,"folder_kind: personal; fields: airlinedelaycauses.total_arr_cancelled, airlinedelaycauses.weather_delay_total, airport_quartiles.quartile, airports.airport_state, carriers_dim.carrier_code); references field outside the parsed repo (explores: hifly_looker_training/airlinedelaycauses; fields: airlinedelaycauses.total_arr_cancelled, airlinedelaycauses.weather_delay_total, airport_quartiles.quartile, airports.airport_state, carriers_dim.carrier_code)"
dashboard,looker:analytics:dashboard:159,159,Utilization,Shared/Rittman Analytics/Operations,Mark Rittman,never,0,2022-03-31T10:34:51+00:00,3,analytics/contact_utilization_fact,contact_utilization_fact.actual_to_forecast_utilization_variance;contact_utilization_fact.actual_to_target_utilization_variance;contact_utilization_fact.average_actual_utilization;contact_utilization_fact.average_forecast_utilization;contact_utilization_fact.average_target;contact_utilization_fact.forecast_week;contact_utilization_fact.total_actual_billable_hours;contact_utilization_fact.total_actual_story_points;contact_utilization_fact.total_forecast_billable_hours;contact_utilization_fact.total_hours_per_week;contact_utilization_fact.total_target_billable_capacity;contact_utilization_fact.total_time_off;contact_utilization_fact.total_total_capacity;staff_dim.contact_is_contractor;staff_dim.contact_name,false,mechanical,
dashboard,looker:analytics:dashboard:162,162,Hacker News,Users/Mark Rittman,Mark Rittman,never,0,2022-04-23T20:50:09+00:00,1,hn_firebolt/comments_fact,comments_fact.author;comments_fact.month_month;comments_fact.total_comments;comments_fact.total_ranking_score,false,mechanical,"folder_kind: personal; fields: comments_fact.author, comments_fact.month_month, comments_fact.total_comments, comments_fact.total_ranking_score); references field outside the parsed repo (explores: hn_firebolt/comments_fact; fields: comments_fact.author, comments_fact.month_month, comments_fact.total_comments, comments_fact.total_ranking_score)"
dashboard,looker:analytics:dashboard:163,163,Hacker News Authors,Users/Mark Rittman,Mark Rittman,never,0,2022-04-23T21:36:27+00:00,4,hn_firebolt/authors;hn_firebolt/comments_fact,authors.author;authors.total_comments;authors.total_ranking_score;comments_fact.author;comments_fact.month_month;comments_fact.story_id;comments_fact.total_comments;stories_dim.author;stories_dim.count;stories_dim.time_ts_month;stories_dim.title,false,mechanical,"folder_kind: personal; fields: authors.author, authors.total_comments, authors.total_ranking_score, comments_fact.author, comments_fact.month_month, comments_fact.story_id); references field outside the parsed repo (explores: hn_firebolt/authors, hn_firebolt/comments_fact; fields: authors.author, authors.total_comments, authors.total_ranking_score, comments_fact.author, comments_fact.month_month, comments_fact.story_id)"
dashboard,looker:analytics:dashboard:164,164,HN Firebolt Demo,Users/Mark Rittman,Mark Rittman,never,0,2022-04-24T19:23:40+00:00,5,hn_firebolt/hacker_news_all,hacker_news_all.author;hacker_news_all.count_comments;hacker_news_all.count_jobs;hacker_news_all.count_polls;hacker_news_all.count_stories;hacker_news_all.descendants;hacker_news_all.posted_month;hacker_news_all.title;hacker_news_all.total_score;hacker_news_all.type,false,mechanical,"folder_kind: personal; fields: hacker_news_all.author, hacker_news_all.count_comments, hacker_news_all.count_jobs, hacker_news_all.count_polls, hacker_news_all.count_stories, hacker_news_all.descendants); references field outside the parsed repo (explores: hn_firebolt/hacker_news_all; fields: hacker_news_all.author, hacker_news_all.count_comments, hacker_news_all.count_jobs, hacker_news_all.count_polls, hacker_news_all.count_stories, hacker_news_all.descendants)"
dashboard,looker:analytics:dashboard:165,165,HN BigQuery Demo,Users/Mark Rittman,Mark Rittman,never,0,2022-04-24T19:20:48+00:00,5,hn_bigquery/hacker_news_all,hacker_news_all.author;hacker_news_all.count_comments;hacker_news_all.count_jobs;hacker_news_all.count_polls;hacker_news_all.count_stories;hacker_news_all.descendants;hacker_news_all.posted_month;hacker_news_all.title;hacker_news_all.total_score;hacker_news_all.type,false,mechanical,"lookml dashboard hn_bigquery::bq_bigquery_demo; folder_kind: personal; fields: hacker_news_all.author, hacker_news_all.count_comments, hacker_news_all.count_jobs, hacker_news_all.count_polls, hacker_news_all.count_stories, hacker_news_all.descendants); references field outside the parsed repo (explores: hn_bigquery/hacker_news_all; fields: hacker_news_all.author, hacker_news_all.count_comments, hacker_news_all.count_jobs, hacker_news_all.count_polls, hacker_news_all.count_stories, hacker_news_all.descendants)"
dashboard,looker:analytics:dashboard:166,166,Firebolt Performance Comparison,Users/Mark Rittman,Mark Rittman,never,0,2022-04-24T19:48:35+00:00,4,system__activity/dashboard_performance,dashboard.title;dashboard_history_stats.avg_runtime;dashboard_history_stats.avg_tile_runtime;history.average_runtime;history.completed_time,true,mechanical,"folder_kind: personal; fields: dashboard.title, dashboard_history_stats.avg_runtime, dashboard_history_stats.avg_tile_runtime, history.average_runtime, history.completed_time); references field outside the parsed repo (explores: system__activity/dashboard_performance; fields: dashboard.title, dashboard_history_stats.avg_runtime, dashboard_history_stats.avg_tile_runtime, history.average_runtime, history.completed_time)"
dashboard,looker:analytics:dashboard:169,169,Profit & Loss Report,Users/Mark Rittman,Mark Rittman,never,0,2024-09-14T23:06:47+00:00,2,analytics/chart_of_accounts_dim;analytics/pl_reports,pl_reports.date_month_date;pl_reports.report_analysis;profit_and_loss_report_fact.account_report_category;profit_and_loss_report_fact.account_report_group;profit_and_loss_report_fact.account_report_sub_category;profit_and_loss_report_fact.amount;profit_and_loss_report_fact.period_month,false,mechanical,lookml dashboard analytics::analytics; folder_kind: personal; fields: profit_and_loss_report_fact.account_report_sub_category); references field outside the parsed repo (explores: pl_reports; fields: profit_and_loss_report_fact.account_report_sub_category)
dashboard,looker:analytics:dashboard:171,171,Sales Forecast,Users/Mark Rittman,Mark Rittman,never,0,2022-07-03T21:36:53+00:00,1,analytics/companies_dim,projects_invoiced.invoice_month;projects_invoiced.total_net_amount_gbp,false,mechanical,folder_kind: personal; references field outside the parsed repo (fields: projects_invoiced.invoice_month)
dashboard,looker:analytics:dashboard:172,172,Start the Week,Users/Mark Rittman,Mark Rittman,never,0,2022-07-04T12:12:53+00:00,2,analytics/companies_dim,companies_dim.company_name;deals_fact.count_oppportunity_deals;deals_fact.days_in_pipeline;deals_fact.deal_created_date;deals_fact.deal_name;deals_fact.deal_pipeline_stage_date;deals_fact.deal_type;deals_fact.owner_full_name;deals_fact.partner_referral;deals_fact.pipeline_stage_label;deals_fact.total_oppportunity_deal_amount;deals_fact.total_weighted_opportunity_deal_amount;projects_delivered.project_code;projects_delivered.project_delivery_end_ts_date;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_delivery_start_ts_month;projects_delivered.project_fee_amount;projects_delivered.project_name;projects_delivered.total_business_days_pct_elapsed;projects_delivered.total_project_fee_amount;projects_invoiced.invoice_date;projects_invoiced.invoice_due_date;projects_invoiced.invoice_payment_term;projects_invoiced.invoice_status,false,mechanical,"folder_kind: personal; references field outside the parsed repo (fields: deals_fact.days_in_pipeline, deals_fact.total_oppportunity_deal_amount, projects_invoiced.invoice_date)"
dashboard,looker:analytics:dashboard:173,173,Delivery Update,Users/Lewis Baker,Lewis Baker,never,0,2022-07-05T20:56:20+00:00,3,analytics/projects_delivered,companies_dim.company_count;projects_delivered.count_timesheet_projects;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_delivery_start_ts_year,true,mechanical,"folder_kind: personal; fields: companies_dim.company_count, projects_delivered.count_timesheet_projects, projects_delivered.project_delivery_start_ts_date, projects_delivered.project_delivery_start_ts_year); references field outside the parsed repo (explores: projects_delivered; fields: companies_dim.company_count, projects_delivered.count_timesheet_projects, projects_delivered.project_delivery_start_ts_date, projects_delivered.project_delivery_start_ts_year)"
dashboard,looker:analytics:dashboard:175,175,Test,Users/Jordan Ilyat,Jordan Ilyat,never,0,2022-07-13T13:10:49+00:00,1,analytics/web_sessions_fact,web_events_fact.total_blended_user_id;web_events_fact.total_page_views;web_events_fact.total_visitor_value;web_events_fact.utm_campaign;web_events_fact.utm_content;web_events_fact.utm_medium;web_events_fact.utm_term;web_sessions_fact.bounced_session_rate;web_sessions_fact.count;web_sessions_fact.count_of_events;web_sessions_fact.total_duration_in_s;web_sessions_fact.total_web_sessions_pk,false,mechanical,"folder_kind: personal; references field outside the parsed repo (fields: web_sessions_fact.count, web_sessions_fact.total_duration_in_s, web_sessions_fact.total_web_sessions_pk)"
dashboard,looker:analytics:dashboard:177,177,temo,Users/Mark Rittman,Mark Rittman,never,0,2022-07-25T10:20:00+00:00,1,analytics/companies_dim;analytics/targets,deals_fact.deal_closed_month;deals_fact.deal_is_deleted;deals_fact.pipeline_stage_closed_won;deals_fact.total_deal_amount_gbp_converted;targets.period_month;targets.total_deals_closed_target,false,mechanical,folder_kind: personal; references field outside the parsed repo (fields: targets.total_deals_closed_target)
dashboard,looker:analytics:dashboard:178,178,Business Summary 2022 v4,Users/Mark Rittman,Mark Rittman,never,0,2022-10-17T16:33:31+00:00,43,analytics/certification_progress;analytics/chart_of_accounts_dim;analytics/companies_dim;analytics/contact_utilization_fact;analytics/hr_survey_results_fact;analytics/project_attribution;analytics/projects_delivered;analytics/targets;analytics/web_sessions_fact,certification_progress.progress_month;certification_progress.score_target;certification_progress.total_score;chart_of_accounts_dim.account_report_group;companies_dim.company_name;companies_dim.count;contact_utilization_fact.actual_to_forecast_utilization_variance;contact_utilization_fact.actual_to_target_utilization_variance;contact_utilization_fact.average_actual_utilization;contact_utilization_fact.average_forecast_utilization;contact_utilization_fact.average_target;contact_utilization_fact.forecast_week;contact_utilization_fact.total_actual_billable_hours;contact_utilization_fact.total_actual_story_points;contact_utilization_fact.total_forecast_billable_hours;contact_utilization_fact.total_hours_per_week;contact_utilization_fact.total_target_billable_capacity;contact_utilization_fact.total_time_off;contact_utilization_fact.total_total_capacity;deals_fact.count_deals;deals_fact.count_oppportunity_deals;deals_fact.days_in_pipeline;deals_fact.deal_closed_month;deals_fact.deal_created_date;deals_fact.deal_created_month;deals_fact.deal_currency_code;deals_fact.deal_is_deleted;deals_fact.deal_name;deals_fact.deal_pipeline_stage_date;deals_fact.deal_type;deals_fact.number_of_sprints;deals_fact.owner_full_name;deals_fact.partner_referral;deals_fact.pipeline_stage_closed_won;deals_fact.pipeline_stage_label;deals_fact.sprint_type;deals_fact.total_deal_amount_gbp_converted;deals_fact.total_oppportunity_deal_amount;deals_fact.total_weighted_opportunity_deal_amount;general_ledger_fact.journal_month;general_ledger_fact.net_amount;hr_survey_results_fact.avg_alignment_score;hr_survey_results_fact.avg_ambassadorship_score;hr_survey_results_fact.avg_e_nps;hr_survey_results_fact.avg_personal_growth_score;hr_survey_results_fact.avg_recognition_score;hr_survey_results_fact.avg_satisfaction_score;hr_survey_results_fact.avg_wellness_score;hr_survey_results_fact.survey_ts_month;profit_and_loss_report_fact.account_report_category;profit_and_loss_report_fact.amount;profit_and_loss_report_fact.period_month;profit_and_loss_report_fact.period_year;project_attribution.attributed_revenue_gbp;project_attribution.billing_month;project_timesheets.avg_timesheet_billable_hourly_cost_amount_gbp;project_timesheets.last_timesheet_billing_date;project_timesheets.timesheet_billing_date;project_timesheets.timesheet_billing_month;project_timesheets.timesheet_is_billable;project_timesheets.total_timesheet_cost_amount_gbp;project_timesheets.total_timesheet_hours_billed;projects_delivered.project_code;projects_delivered.project_delivery_end_ts_date;projects_delivered.project_delivery_end_ts_month;projects_delivered.project_delivery_start_ts_date;projects_delivered.project_delivery_start_ts_month;projects_delivered.project_fee_amount;projects_delivered.project_name;projects_delivered.total_project_fee_amount;projects_invoiced.count_invoices;projects_invoiced.first_invoice_month;projects_invoiced.invoice_date;projects_invoiced.invoice_gbp_revenue_amount;projects_invoiced.invoice_month;projects_invoiced.invoice_status;projects_invoiced.invoice_year;projects_invoiced.total_gross_amount_gbp;projects_invoiced.total_net_amount_gbp;staff_dim.contact_is_contractor;staff_dim.contact_name;targets.avg_enps_target;targets.period_month;targets.total_deals_closed_target;targets.total_deals_target;targets.total_revenue_target;timesheet_project_costs_fact.total_cost_gbp;web_events_fact.event_ts_month;web_events_fact.event_ts_week;web_events_fact.site;web_events_fact.total_blended_user_id;web_events_fact.total_page_views;web_events_fact.total_session_conversions;web_events_fact.total_session_goal_achieveds;web_events_fact.total_sessions;web_events_fact.total_visitor_value,true,mechanical,"lookml dashboard analytics::business_summary_2022_v3; folder_kind: personal; fields: deals_fact.days_in_pipeline, deals_fact.total_oppportunity_deal_amount, projects_invoiced.first_invoice_month, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount, projects_invoiced.invoice_month); references field outside the parsed repo (explores: certification_progress, hr_survey_results_fact, projects_delivered; fields: deals_fact.days_in_pipeline, deals_fact.total_oppportunity_deal_amount, projects_invoiced.first_invoice_month, projects_invoiced.invoice_date, projects_invoiced.invoice_gbp_revenue_amount, projects_invoiced.invoice_month)"
dashboard,looker:analytics:dashboard:181,181,Marketing Channel Effectiveness,Shared/Marketing,Mark Rittman,2026-08-19,2,2024-10-20T18:42:46+00:00,4,analytics/web_sessions_fact,web_events_fact.total_blended_user_id;web_events_fact.total_conversions;web_events_fact.total_page_views;web_events_fact.total_visitor_value;web_sessions_fact.bounced_session_rate;web_sessions_fact.referrer_source;web_sessions_fact.session_start_ts_date;web_sessions_fact.session_start_ts_month;web_sessions_fact.total_web_sessions_pk,false,mechanical,references field outside the parsed repo (fields: web_sessions_fact.total_web_sessions_pk)
dashboard,looker:analytics:dashboard:182,182,Case Study Ecommerce,Users/Jordan Ilyat,Jordan Ilyat,never,0,2024-10-29T10:17:48+00:00,7,thelook_ecommerce/order_items,order_items.created_date;order_items.created_month_num;order_items.created_year;order_items.gross_margin_percentage;order_items.total_gross_revenue;users.count_distinct_users;users.created_date,true,mechanical,"folder_kind: personal; fields: order_items.created_date, order_items.created_month_num, order_items.created_year, order_items.gross_margin_percentage, order_items.total_gross_revenue, users.count_distinct_users); references field outside the parsed repo (explores: thelook_ecommerce/order_items; fields: order_items.created_date, order_items.created_month_num, order_items.created_year, order_items.gross_margin_percentage, order_items.total_gross_revenue, users.count_distinct_users)"
dashboard,looker:analytics:dashboard:183,183,Case study wip,Users/Jordan Ilyat,Jordan Ilyat,never,0,2022-08-07T20:01:36+00:00,1,thelook_ecommerce/order_items,order_items.created_date;order_items.total_gross_revenue,false,mechanical,"folder_kind: personal; fields: order_items.created_date, order_items.total_gross_revenue); references field outside the parsed repo (explores: thelook_ecommerce/order_items; fields: order_items.created_date, order_items.total_gross_revenue)"
